id,gyroX,gyroY,gyroZ,accelX,accelY,accelZ,optical,temp,humidity,moods,isSkipped,uuid
1,"[499.30572509765625, 499.53460693359375, 0.1983642578125, 0.29754638671875, 499.42779541015625, 0.14495849609375, 0.1220703125, 0.18310546875, 0.0152587890625, 499.5880126953125, 0.244140625, 499.786376953125, 499.8245239257813, 499.5803833007813, 499.73297119140625, 499.9237060546875, 499.755859375, 499.664306640625, 499.71771240234375, 499.6414184570313, 499.48883056640625, 499.5574951171875, 498.69537353515625, 497.344970703125, 499.3362426757813, 497.37548828125, 498.4893798828125, 499.2218017578125, 498.32916259765625, 497.6348876953125]","[1.861572265625, 2.49481201171875, 1.0223388671875, 2.15911865234375, 2.37274169921875, 1.495361328125, 2.01416015625, 2.1209716796875, 1.9378662109375, 1.64794921875, 1.57928466796875, 2.2125244140625, 1.10626220703125, 2.11334228515625, 1.15966796875, 1.953125, 1.70135498046875, 1.8463134765625, 1.10626220703125, 1.86920166015625, 2.1514892578125, 1.53350830078125, 2.7313232421875, 4.974365234375, 3.1585693359375, 2.0904541015625, 3.15093994140625, 2.25067138671875, 2.5634765625, 5.3253173828125]","[1.24359130859375, 1.2359619140625, 1.06048583984375, 1.53350830078125, 1.16729736328125, 1.50299072265625, 1.27410888671875, 1.39617919921875, 1.35040283203125, 0.9613037109375, 1.53350830078125, 1.19781494140625, 0.98419189453125, 1.53350830078125, 0.87738037109375, 1.38092041015625, 1.5411376953125, 1.4801025390625, 1.4801025390625, 1.190185546875, 1.18255615234375, 1.46484375, 1.617431640625, 1.6021728515625, 1.65557861328125, 0.95367431640625, 1.9683837890625, 2.0599365234375, 1.190185546875, 2.29644775390625]","[1.1943359375, 1.201171875, 1.1845703125, 1.1875, 1.1787109375, 1.240234375, 1.185546875, 1.1748046875, 1.1708984375, 1.2158203125, 1.1904296875, 1.2216796875, 1.17578125, 1.2138671875, 1.1787109375, 1.1650390625, 1.203125, 1.20703125, 1.1689453125, 1.1767578125, 1.1904296875, 1.1689453125, 1.1962890625, 1.162109375, 1.1748046875, 1.1484375, 1.1533203125, 1.142578125, 1.130859375, 1.107421875]","[1.1455078125, 1.1591796875, 1.1630859375, 1.1767578125, 1.162109375, 1.17578125, 1.185546875, 1.162109375, 1.17578125, 1.1728515625, 1.1640625, 1.1611328125, 1.1640625, 1.1943359375, 1.1650390625, 1.17578125, 1.173828125, 1.171875, 1.1875, 1.173828125, 1.169921875, 1.169921875, 1.1875, 1.1474609375, 1.1455078125, 1.1533203125, 1.1328125, 1.115234375, 1.1064453125, 1.0966796875]","[3.68359375, 3.654296875, 3.6748046875, 3.6650390625, 3.646484375, 3.6455078125, 3.6806640625, 3.6767578125, 3.703125, 3.65234375, 3.6787109375, 3.6806640625, 3.6962890625, 3.6484375, 3.66015625, 3.65625, 3.6640625, 3.66796875, 3.67578125, 3.673828125, 3.6806640625, 3.6640625, 3.6533203125, 3.724609375, 3.7041015625, 3.74609375, 3.736328125, 3.708984375, 3.71484375, 3.71484375]","[139.64, 138.36, 139.64, 140.28]","[30.50567626953125, 30.50567626953125, 30.50567626953125]","[71.3134765625, 71.3134765625, 71.3134765625]","[?Atmospheric?,?Melancholic?]",0,
2,"[498.1765747070313, 0.98419189453125, 1.57928466796875, 487.701416015625, 491.2261962890625, 480.804443359375, 20.39337158203125, 498.32916259765625, 498.5198974609375, 0.81634521484375, 3.08990478515625, 2.11334228515625, 497.039794921875, 498.39019775390625, 494.7967529296875, 494.5602416992187, 494.384765625, 494.537353515625, 49.591064453125, 17.608642578125, 486.1907958984375, 487.99896240234375, 1.21307373046875, 495.7809448242187, 476.64642333984375, 448.4786987304687, 441.0247802734375, 432.861328125, 434.844970703125, 446.3348388671875, 474.8611450195313, 4.12750244140625, 12.1307373046875, 3.39508056640625, 478.45458984375, 485.931396484375, 493.1106567382813, 483.90960693359375, 484.7259521484375, 494.171142578125]","[32.27996826171875, 14.7247314453125, 9.86480712890625, 498.2757568359375, 4.40216064453125, 11.81793212890625, 12.9547119140625, 1.8157958984375, 93.414306640625, 10.47515869140625, 499.1531372070313, 5.7220458984375, 9.82666015625, 8.76617431640625, 6.85882568359375, 7.43865966796875, 499.847412109375, 491.8746948242187, 483.92486572265625, 33.203125, 491.5847778320313, 490.08941650390625, 10.25390625, 12.3443603515625, 3.53240966796875, 12.420654296875, 27.79388427734375, 17.31109619140625, 493.3624267578125, 484.7259521484375, 490.5929565429687, 3.85284423828125, 23.87237548828125, 493.133544921875, 1.40380859375, 22.75848388671875, 29.33502197265625, 23.17047119140625, 10.56671142578125, 16.357421875]","[497.9248046875, 496.368408203125, 494.964599609375, 499.3896484375, 488.4033203125, 495.0103759765625, 0.42724609375, 4.82177734375, 484.7335815429687, 2.8228759765625, 493.1564331054687, 495.09429931640625, 0.213623046875, 2.09808349609375, 2.57110595703125, 499.83978271484375, 3.12042236328125, 4.791259765625, 1.556396484375, 4.974365234375, 12.56561279296875, 12.26806640625, 18.85223388671875, 26.19171142578125, 15.22064208984375, 494.23980712890625, 482.940673828125, 474.4796752929687, 474.7467041015625, 486.77825927734375, 493.8812255859375, 4.8980712890625, 6.53076171875, 8.8348388671875, 495.6130981445313, 498.382568359375, 494.0032958984375, 486.4959716796875, 487.0147705078125, 495.68939208984375]","[2.9326171875, 2.9345703125, 2.728515625, 2.6455078125, 3.3095703125, 2.90625, 3.0986328125, 2.65625, 2.56640625, 2.0458984375, 2.2998046875, 2.330078125, 2.2431640625, 2.337890625, 2.19140625, 2.232421875, 2.21484375, 2.1640625, 3.298828125, 2.0888671875, 2.294921875, 2.4658203125, 2.40625, 2.2587890625, 2.3505859375, 2.1904296875, 2.115234375, 1.892578125, 2.453125, 2.5029296875, 2.330078125, 2.396484375, 2.2060546875, 1.970703125, 2.09765625, 2.287109375, 2.0537109375, 1.9599609375, 1.833984375, 1.7568359375]","[0.8466796875, 0.74609375, 0.865234375, 15.5244140625, 1.587890625, 0.8134765625, 0.7431640625, 1.06640625, 0.9716796875, 0.87109375, 1.1357421875, 1.2412109375, 1.1796875, 1.197265625, 1.1904296875, 1.0283203125, 0.9716796875, 1.015625, 2.337890625, 1.529296875, 1.40625, 1.078125, 0.9873046875, 1.0087890625, 1.1103515625, 0.658203125, 0.2001953125, 15.9130859375, 15.5654296875, 15.2470703125, 15.1552734375, 15.08203125, 15.15234375, 15.376953125, 15.265625, 15.12890625, 15.212890625, 15.1630859375, 14.9736328125, 15.0146484375]","[2.7548828125, 2.8037109375, 2.806640625, 3.3427734375, 2.6708984375, 3.021484375, 2.65234375, 2.8974609375, 2.8330078125, 3.498046875, 3.271484375, 3.0810546875, 3.1845703125, 3.2001953125, 3.177734375, 3.287109375, 3.236328125, 3.2919921875, 3.1640625, 2.763671875, 3.001953125, 3.19140625, 3.09765625, 3.111328125, 2.9970703125, 3.236328125, 3.28515625, 3.384765625, 3.18359375, 3.533203125, 3.4267578125, 3.2587890625, 3.2744140625, 3.189453125, 2.8916015625, 3.2724609375, 3.314453125, 3.1884765625, 3.30859375, 3.2802734375]","[123.24, 123.24, 139.32, 228.64]","[31.69403076171875, 31.69403076171875, 31.69403076171875, 31.69403076171875]","[67.05322265625, 67.05322265625, 67.05322265625, 67.05322265625]","[?Melancholic?]",0,
3,"[15.76995849609375, 10.65826416015625, 6.87408447265625, 2.09808349609375, 497.8790283203125, 491.8975830078125, 489.0594482421875, 489.72320556640625, 491.4016723632813, 491.9281005859375, 495.5978393554687, 499.7100830078125, 498.37493896484375, 498.5809326171875, 499.8321533203125, 498.45123291015625, 499.603271484375, 498.8861083984375, 497.64251708984375, 499.664306640625, 0.030517578125, 499.7634887695313, 0.34332275390625, 0.7476806640625, 499.93896484375, 499.7100830078125, 0.26702880859375, 499.0081787109375, 499.4964599609375, 499.0234375, 498.47412109375, 499.61090087890625, 498.9471435546875, 499.30572509765625, 0.2288818359375, 499.7482299804687, 0.2593994140625, 0.518798828125, 0.7476806640625, 499.8931884765625]","[488.36517333984375, 486.5798950195313, 496.92535400390625, 2.26593017578125, 4.7760009765625, 10.70404052734375, 11.688232421875, 10.7574462890625, 12.6800537109375, 7.01141357421875, 2.51007080078125, 0.96893310546875, 0.7476806640625, 1.83868408203125, 3.83758544921875, 4.09698486328125, 4.69970703125, 3.77655029296875, 4.05120849609375, 5.157470703125, 3.3721923828125, 2.67791748046875, 2.06756591796875, 3.91387939453125, 3.92913818359375, 4.608154296875, 2.66265869140625, 3.82232666015625, 4.791259765625, 4.0435791015625, 3.13568115234375, 4.31060791015625, 3.30352783203125, 1.89971923828125, 1.73187255859375, 0.4730224609375, 1.9989013671875, 2.37274169921875, 0.6561279296875, 0.02288818359375]","[3.86810302734375, 5.0811767578125, 498.9471435546875, 497.52044677734375, 0.52642822265625, 0.3814697265625, 497.16949462890625, 499.81689453125, 499.8092651367187, 1.16729736328125, 1.27410888671875, 3.77655029296875, 4.37164306640625, 1.5106201171875, 0.41961669921875, 1.1138916015625, 1.251220703125, 1.9683837890625, 499.79400634765625, 499.97711181640625, 1.2359619140625, 1.2054443359375, 1.5106201171875, 1.27410888671875, 1.190185546875, 0.46539306640625, 0.81634521484375, 0.8544921875, 1.03759765625, 1.556396484375, 1.41143798828125, 0.20599365234375, 0.7781982421875, 1.47247314453125, 1.4495849609375, 1.48773193359375, 1.40380859375, 1.434326171875, 1.15203857421875, 1.8310546875]","[14.0107421875, 14.3212890625, 14.232421875, 14.263671875, 14.3486328125, 14.21484375, 14.2822265625, 14.2548828125, 14.048828125, 14.0380859375, 14.1015625, 14.0185546875, 13.9453125, 14.0439453125, 14.009765625, 13.9931640625, 13.9931640625, 13.96484375, 13.9814453125, 14.0166015625, 13.994140625, 14.0087890625, 13.9697265625, 13.9716796875, 14.0078125, 13.9892578125, 13.98046875, 13.9697265625, 13.9853515625, 13.9580078125, 13.9892578125, 13.939453125, 13.919921875, 13.9365234375, 13.9716796875, 13.9580078125, 13.919921875, 13.9267578125, 13.98828125, 14.001953125]","[14.96484375, 15.212890625, 15.275390625, 15.1884765625, 15.1650390625, 15.146484375, 15.072265625, 14.90625, 14.8642578125, 14.826171875, 14.787109375, 14.8046875, 14.828125, 14.841796875, 14.8427734375, 14.8056640625, 14.8251953125, 14.830078125, 14.79296875, 14.7646484375, 14.78515625, 14.814453125, 14.8115234375, 14.8134765625, 14.8115234375, 14.8095703125, 14.8271484375, 14.8359375, 14.81640625, 14.8203125, 14.8486328125, 14.8359375, 14.8212890625, 14.8232421875, 14.8125, 14.830078125, 14.8115234375, 14.8408203125, 14.80859375, 14.8134765625]","[3.2021484375, 3.3291015625, 3.375, 3.3564453125, 3.3642578125, 3.345703125, 3.3369140625, 3.2265625, 3.1181640625, 3.1318359375, 3.1240234375, 3.109375, 3.1240234375, 3.130859375, 3.123046875, 3.09765625, 3.1005859375, 3.0693359375, 3.099609375, 3.0546875, 3.052734375, 3.05859375, 3.0791015625, 3.076171875, 3.0654296875, 3.0771484375, 3.0869140625, 3.0537109375, 3.08984375, 3.0771484375, 3.0712890625, 3.0625, 3.0595703125, 3.0673828125, 3.056640625, 3.0458984375, 3.072265625, 3.064453125, 3.0859375, 3.068359375]","[256.08, 307.84000000000003, 315.2, 301.36, 308.48]","[32.21771240234375, 32.21771240234375, 32.21771240234375]","[65.850830078125, 65.850830078125, 65.850830078125]","[?Passionate?,?Melancholic?]",0,
4,"[499.93896484375, 499.45068359375, 499.7482299804687, 499.847412109375, 499.8321533203125, 499.755859375, 499.664306640625, 499.8626708984375, 499.5880126953125, 499.8855590820313, 499.755859375, 499.8779296875, 0.06866455078125, 499.71771240234375, 499.7100830078125, 499.9237060546875, 499.65667724609375, 499.6795654296875, 499.786376953125, 499.65667724609375, 499.237060546875, 499.42779541015625, 499.77874755859375, 499.7482299804687, 499.71771240234375, 499.755859375, 499.7482299804687, 499.4964599609375, 499.47357177734375, 499.4049072265625]","[1.82342529296875, 2.74658203125, 1.88446044921875, 1.79290771484375, 1.33514404296875, 1.57928466796875, 1.89208984375, 1.6021728515625, 1.983642578125, 1.89208984375, 1.91497802734375, 2.288818359375, 1.1749267578125, 1.8768310546875, 1.27410888671875, 1.40380859375, 1.3580322265625, 1.24359130859375, 1.5716552734375, 1.373291015625, 1.86920166015625, 2.20489501953125, 1.9989013671875, 1.8157958984375, 1.495361328125, 1.53350830078125, 2.03704833984375, 1.54876708984375, 0.05340576171875, 0.8392333984375]","[1.57928466796875, 1.434326171875, 1.36566162109375, 1.44195556640625, 1.35040283203125, 1.0986328125, 1.2664794921875, 1.33514404296875, 1.77001953125, 1.7547607421875, 1.65557861328125, 1.89208984375, 1.4801025390625, 1.57928466796875, 1.27410888671875, 1.13677978515625, 1.220703125, 1.4190673828125, 1.48773193359375, 1.1749267578125, 1.5411376953125, 1.10626220703125, 1.28936767578125, 1.22833251953125, 1.007080078125, 0.5645751953125, 1.01470947265625, 1.18255615234375, 1.28173828125, 1.8768310546875]","[1.7353515625, 1.708984375, 1.7333984375, 1.71484375, 1.7080078125, 1.689453125, 1.7255859375, 1.7392578125, 1.73828125, 1.7265625, 1.7412109375, 1.6962890625, 1.716796875, 1.6962890625, 1.7353515625, 1.7275390625, 1.7216796875, 1.7412109375, 1.751953125, 1.734375, 1.7294921875, 1.7587890625, 1.748046875, 1.73828125, 1.759765625, 1.6904296875, 1.73828125, 1.74609375, 1.78515625, 1.755859375]","[13.7841796875, 13.80078125, 13.7744140625, 13.7958984375, 13.7666015625, 13.779296875, 13.7880859375, 13.787109375, 13.7802734375, 13.783203125, 13.7666015625, 13.771484375, 13.7705078125, 13.7822265625, 13.7802734375, 13.771484375, 13.7880859375, 13.791015625, 13.7958984375, 13.787109375, 13.7734375, 13.763671875, 13.7890625, 13.775390625, 13.8056640625, 13.8095703125, 13.7841796875, 13.779296875, 13.7822265625, 13.7685546875]","[2.8232421875, 2.8369140625, 2.8154296875, 2.8212890625, 2.8134765625, 2.8251953125, 2.8095703125, 2.8046875, 2.8251953125, 2.822265625, 2.822265625, 2.798828125, 2.8095703125, 2.8134765625, 2.8017578125, 2.7998046875, 2.7822265625, 2.8134765625, 2.8037109375, 2.83984375, 2.7958984375, 2.771484375, 2.818359375, 2.775390625, 2.78515625, 2.818359375, 2.791015625, 2.798828125, 2.8251953125, 2.7783203125]","[127.08, 126.76, 125.48, 124.52]","[32.42919921875, 32.42919921875, 32.42919921875, 32.42919921875]","[64.6728515625, 64.6728515625, 64.6728515625, 64.6728515625]","[?Elegant?]",1,
5,"[499.9465942382813, 0.03814697265625, 499.7482299804687, 499.9923706054687, 499.65667724609375, 0.1220703125, 499.8855590820313, 499.5574951171875, 499.8245239257813, 499.8703002929687, 499.908447265625, 0.1068115234375, 499.7024536132813, 499.9313354492187, 499.96185302734375, 499.8092651367187, 499.7100830078125, 0.3204345703125, 499.81689453125, 0.335693359375, 0.0762939453125, 499.7634887695313, 499.5880126953125, 499.8931884765625, 499.6337890625, 499.48883056640625, 499.47357177734375, 499.42779541015625, 1.54876708984375, 0.7781982421875]","[2.01416015625, 1.77001953125, 1.7852783203125, 1.52587890625, 2.349853515625, 2.166748046875, 1.5106201171875, 1.6326904296875, 1.73187255859375, 1.6937255859375, 1.93023681640625, 1.41143798828125, 1.2664794921875, 2.32696533203125, 1.556396484375, 1.30462646484375, 1.56402587890625, 2.13623046875, 2.29644775390625, 1.40380859375, 1.8157958984375, 1.67083740234375, 2.1514892578125, 1.88446044921875, 1.13677978515625, 1.65557861328125, 1.8157958984375, 1.76239013671875, 498.8327026367187, 2.86865234375]","[1.1444091796875, 1.2359619140625, 1.129150390625, 1.15203857421875, 1.39617919921875, 1.31988525390625, 1.0986328125, 1.0528564453125, 1.57928466796875, 1.708984375, 1.4190673828125, 0.99945068359375, 1.1749267578125, 1.33514404296875, 1.57928466796875, 1.59454345703125, 1.3275146484375, 1.33514404296875, 0.91552734375, 0.762939453125, 1.1749267578125, 1.45721435546875, 1.190185546875, 1.01470947265625, 0.90789794921875, 1.6326904296875, 2.64739990234375, 499.65667724609375, 496.58203125, 495.269775390625]","[0.4580078125, 0.4609375, 0.453125, 0.4384765625, 0.447265625, 0.4365234375, 0.4658203125, 0.453125, 0.4580078125, 0.443359375, 0.44921875, 0.4560546875, 0.46875, 0.4482421875, 0.466796875, 0.4677734375, 0.474609375, 0.4833984375, 0.458984375, 0.4658203125, 0.484375, 0.48046875, 0.4443359375, 0.4541015625, 0.4716796875, 0.4833984375, 0.4658203125, 0.4326171875, 0.505859375, 0.556640625]","[13.181640625, 13.1689453125, 13.1787109375, 13.185546875, 13.1826171875, 13.158203125, 13.1787109375, 13.17578125, 13.1767578125, 13.1748046875, 13.1640625, 13.169921875, 13.18359375, 13.169921875, 13.177734375, 13.173828125, 13.1689453125, 13.1689453125, 13.166015625, 13.1728515625, 13.185546875, 13.1875, 13.19140625, 13.1669921875, 13.17578125, 13.189453125, 13.154296875, 13.162109375, 13.150390625, 13.1806640625]","[2.6806640625, 2.693359375, 2.6875, 2.6865234375, 2.6826171875, 2.669921875, 2.669921875, 2.634765625, 2.689453125, 2.6865234375, 2.650390625, 2.6650390625, 2.6982421875, 2.6826171875, 2.6708984375, 2.6875, 2.693359375, 2.6904296875, 2.650390625, 2.658203125, 2.6962890625, 2.6982421875, 2.666015625, 2.6689453125, 2.66796875, 2.68359375, 2.6435546875, 2.6455078125, 2.6201171875, 2.6669921875]","[145.76, 144.48, 146.4, 144.8]","[32.42919921875, 32.42919921875, 32.42919921875, 32.42919921875]","[64.6728515625, 64.6728515625, 64.6728515625, 64.6728515625]","[?Passionate?,?Melancholic?]",1,
6,"[0.1678466796875, 499.69482421875, 499.29046630859375, 499.59564208984375, 0.42724609375, 0.43487548828125, 498.4283447265625, 498.87847900390625, 499.1989135742187, 499.2752075195313, 499.2599487304687, 499.2218017578125, 499.4583129882813, 499.6337890625, 499.5040893554687, 499.5040893554687, 499.7406005859375, 499.9465942382813, 0.58746337890625, 499.725341796875, 499.54986572265625, 499.85504150390625, 0.1220703125, 499.8245239257813, 499.5574951171875, 499.8092651367187, 499.8321533203125, 499.6261596679687, 499.7482299804687, 0.03814697265625]","[2.35748291015625, 1.56402587890625, 1.85394287109375, 499.9313354492187, 498.49700927734375, 1.18255615234375, 2.960205078125, 4.05120849609375, 2.43377685546875, 2.99072265625, 1.36566162109375, 1.89971923828125, 1.76239013671875, 1.251220703125, 0.95367431640625, 0.48065185546875, 0.74005126953125, 1.44195556640625, 498.6648559570313, 0.640869140625, 2.227783203125, 1.74713134765625, 1.8768310546875, 1.59454345703125, 0.75531005859375, 1.77764892578125, 1.6632080078125, 1.57928466796875, 1.38092041015625, 2.105712890625]","[1.12152099609375, 1.62506103515625, 5.6304931640625, 0.09918212890625, 496.8109130859375, 497.6654052734375, 0.03814697265625, 1.56402587890625, 3.0059814453125, 2.17437744140625, 1.922607421875, 1.8768310546875, 1.77764892578125, 2.47955322265625, 2.044677734375, 2.2735595703125, 1.373291015625, 1.6021728515625, 2.62451171875, 2.08282470703125, 1.62506103515625, 2.01416015625, 1.74713134765625, 1.28173828125, 1.77001953125, 1.617431640625, 1.22833251953125, 1.5716552734375, 1.7242431640625, 0.98419189453125]","[15.3408203125, 15.33984375, 15.3203125, 15.2802734375, 15.3310546875, 15.3876953125, 15.396484375, 15.353515625, 15.3271484375, 15.31640625, 15.2958984375, 15.3486328125, 15.3173828125, 15.3310546875, 15.330078125, 15.33203125, 15.34765625, 15.33203125, 15.35546875, 15.376953125, 15.400390625, 15.3583984375, 15.357421875, 15.3564453125, 15.359375, 15.3818359375, 15.373046875, 15.3681640625, 15.3662109375, 15.361328125]","[15.3544921875, 15.41015625, 15.4658203125, 15.197265625, 15.388671875, 15.466796875, 15.3330078125, 15.3603515625, 15.3583984375, 15.3408203125, 15.3125, 15.3369140625, 15.345703125, 15.3291015625, 15.3447265625, 15.34375, 15.3427734375, 15.3671875, 15.3408203125, 15.3349609375, 15.3388671875, 15.353515625, 15.33984375, 15.34375, 15.3681640625, 15.3544921875, 15.345703125, 15.34765625, 15.3447265625, 15.3466796875]","[3.81640625, 3.8037109375, 3.8203125, 3.80859375, 3.833984375, 3.841796875, 3.8212890625, 3.7626953125, 3.8173828125, 3.8095703125, 3.8251953125, 3.8115234375, 3.810546875, 3.8203125, 3.80078125, 3.8037109375, 3.7880859375, 3.8349609375, 3.775390625, 3.826171875, 3.849609375, 3.7919921875, 3.8095703125, 3.8212890625, 3.845703125, 3.82421875, 3.8154296875, 3.80859375, 3.796875, 3.802734375]","[208.16, 208.16, 205.92, 206.24, 206.56]","[32.49969482421875, 32.49969482421875, 32.49969482421875]","[63.531494140625, 63.531494140625, 63.531494140625]","[?Atmospheric?]",1,
7,"[0.06103515625, 499.053955078125, 499.5574951171875, 499.67193603515625, 497.84088134765625, 0.78582763671875, 3.34930419921875, 0.091552734375, 0.518798828125, 0.81634521484375, 0.4119873046875, 0.78582763671875, 499.786376953125, 0.30517578125, 499.5269775390625, 499.73297119140625, 499.7100830078125, 499.6871948242187, 499.725341796875, 499.90081787109375, 499.9237060546875, 499.8626708984375, 499.7100830078125, 499.8092651367187, 0.06866455078125, 499.81689453125, 499.54986572265625, 499.5803833007813, 499.59564208984375, 0, 499.9847412109375, 0.05340576171875, 499.85504150390625, 0.08392333984375, 499.5651245117187, 499.176025390625, 499.91607666015625, 499.8245239257813, 0.19073486328125, 0.34332275390625]","[1.4801025390625, 0.49591064453125, 2.3193359375, 1.01470947265625, 498.0316162109375, 499.7482299804687, 2.74658203125, 1.68609619140625, 5.7525634765625, 1.99127197265625, 0.5645751953125, 2.03704833984375, 1.79290771484375, 3.76129150390625, 2.73895263671875, 1.68609619140625, 2.4871826171875, 0.030517578125, 2.2430419921875, 1.861572265625, 2.01416015625, 2.3345947265625, 2.44140625, 2.31170654296875, 1.5716552734375, 1.5411376953125, 2.4871826171875, 2.0751953125, 1.77764892578125, 2.14385986328125, 2.044677734375, 2.02178955078125, 1.62506103515625, 1.97601318359375, 2.89154052734375, 2.25067138671875, 4.4097900390625, 1.800537109375, 0.1068115234375, 0.22125244140625]","[0.48828125, 2.655029296875, 1.7242431640625, 0.152587890625, 2.89154052734375, 3.60870361328125, 1.91497802734375, 5.14984130859375, 1.6937255859375, 1.6021728515625, 499.20654296875, 499.0997314453125, 0.77056884765625, 1.10626220703125, 1.89971923828125, 2.685546875, 1.4495849609375, 1.62506103515625, 0.9002685546875, 0.1983642578125, 1.36566162109375, 1.64794921875, 1.64794921875, 2.0751953125, 1.79290771484375, 2.00653076171875, 1.5411376953125, 1.44195556640625, 1.3427734375, 1.59454345703125, 1.46484375, 1.42669677734375, 1.54876708984375, 1.33514404296875, 1.68609619140625, 2.166748046875, 499.3362426757813, 1.21307373046875, 0.640869140625, 0.6866455078125]","[15.3564453125, 15.35546875, 15.373046875, 15.3330078125, 15.3798828125, 15.4287109375, 15.4111328125, 15.3935546875, 15.3291015625, 15.3125, 15.3349609375, 15.3232421875, 15.3798828125, 15.3564453125, 15.3173828125, 15.333984375, 15.3115234375, 15.2900390625, 15.349609375, 15.306640625, 15.33984375, 15.34765625, 15.306640625, 15.3212890625, 15.3095703125, 15.3134765625, 15.3291015625, 15.3134765625, 15.3115234375, 15.30859375, 15.3134765625, 15.2841796875, 15.3115234375, 15.2919921875, 15.318359375, 15.333984375, 15.2685546875, 15.2138671875, 15.2578125, 15.2998046875]","[15.294921875, 15.306640625, 15.3017578125, 15.2841796875, 15.2841796875, 15.359375, 15.26953125, 15.3037109375, 15.302734375, 15.314453125, 15.3505859375, 15.341796875, 15.3427734375, 15.3759765625, 15.31640625, 15.3662109375, 15.3251953125, 15.32421875, 15.3603515625, 15.3505859375, 15.345703125, 15.3701171875, 15.3564453125, 15.3564453125, 15.36328125, 15.35546875, 15.3505859375, 15.33984375, 15.353515625, 15.3564453125, 15.3525390625, 15.3427734375, 15.365234375, 15.3759765625, 15.34765625, 15.353515625, 15.330078125, 15.359375, 15.34375, 15.380859375]","[3.80859375, 3.7939453125, 3.810546875, 3.7685546875, 3.8154296875, 3.8388671875, 3.771484375, 3.8046875, 3.787109375, 3.8056640625, 3.814453125, 3.80859375, 3.8349609375, 3.818359375, 3.796875, 3.80078125, 3.8115234375, 3.7802734375, 3.798828125, 3.8251953125, 3.8076171875, 3.791015625, 3.791015625, 3.822265625, 3.8154296875, 3.78125, 3.806640625, 3.7939453125, 3.80859375, 3.7841796875, 3.828125, 3.791015625, 3.798828125, 3.8095703125, 3.7998046875, 3.81640625, 3.775390625, 3.8037109375, 3.7763671875, 3.83984375]","[210.08, 210.48, 211.76, 212.4]","[32.49969482421875, 32.49969482421875, 32.49969482421875, 32.49969482421875]","[63.629150390625, 63.629150390625, 63.629150390625, 63.629150390625]","[?Warm?,?Passionate?,?Elegant?]",1,
